Country Name,Indicator Name,Year,Value
Algeria,GNI per capita (constant 2005 US$),1985,"2,770.57"
Algeria,GNI per capita (constant 2005 US$),1986,"2,720.59"
Algeria,GNI per capita (constant 2005 US$),1987,"2,626.54"
Algeria,GNI per capita (constant 2005 US$),1988,"2,508.50"
Algeria,GNI per capita (constant 2005 US$),1989,"2,550.87"
Algeria,GNI per capita (constant 2005 US$),1990,"2,504.21"
Algeria,GNI per capita (constant 2005 US$),1991,"2,382.81"
Algeria,GNI per capita (constant 2005 US$),1992,"2,380.94"
Algeria,GNI per capita (constant 2005 US$),1993,"2,300.59"
Algeria,GNI per capita (constant 2005 US$),1994,"2,223.46"
Algeria,GNI per capita (constant 2005 US$),1995,"2,245.33"
Algeria,GNI per capita (constant 2005 US$),1996,"2,290.11"
Algeria,GNI per capita (constant 2005 US$),1997,"2,292.62"
Algeria,GNI per capita (constant 2005 US$),1998,"2,388.25"
Algeria,GNI per capita (constant 2005 US$),1999,"2,419.29"
Algeria,GNI per capita (constant 2005 US$),2000,"2,419.46"
Algeria,GNI per capita (constant 2005 US$),2001,"2,544.44"
Algeria,GNI per capita (constant 2005 US$),2002,"2,634.54"
Algeria,GNI per capita (constant 2005 US$),2003,"2,791.03"
Algeria,GNI per capita (constant 2005 US$),2004,"2,859.26"
Algeria,GNI per capita (constant 2005 US$),2005,"2,964.15"
Algeria,GNI per capita (constant 2005 US$),2006,"2,983.72"
Algeria,GNI per capita (constant 2005 US$),2007,"3,119.94"
Algeria,GNI per capita (constant 2005 US$),2008,"3,150.45"
Algeria,GNI per capita (constant 2005 US$),2009,"3,147.71"
Algeria,GNI per capita (constant 2005 US$),2010,"3,223.12"
Algeria,GNI per capita (constant 2005 US$),2011,"3,227.00"
Algeria,GNI per capita (constant 2005 US$),2012,"3,263.15"
Algeria,GNI per capita (constant 2005 US$),2013,"3,265.55"
Algeria,GNI per capita (constant 2005 US$),2014,"3,315.49"
Andorra,GNI per capita (constant 2005 US$),2005,"39,990.33"
Angola,GNI per capita (constant 2005 US$),2005,"1,838.90"
Antigua and Barbuda,GNI per capita (constant 2005 US$),2005,"11,570.69"
Arab World,GNI per capita (constant 2005 US$),2005,"3,756.66"
Argentina,GNI per capita (constant 2005 US$),1960,"3,794.71"
Argentina,GNI per capita (constant 2005 US$),1961,"3,938.59"
Argentina,GNI per capita (constant 2005 US$),1962,"3,837.25"
Argentina,GNI per capita (constant 2005 US$),1963,"3,579.76"
Argentina,GNI per capita (constant 2005 US$),1964,"3,884.52"
Argentina,GNI per capita (constant 2005 US$),1965,"4,233.22"
Argentina,GNI per capita (constant 2005 US$),1966,"4,203.13"
Argentina,GNI per capita (constant 2005 US$),1967,"4,122.52"
Argentina,GNI per capita (constant 2005 US$),1968,"4,180.79"
Argentina,GNI per capita (constant 2005 US$),1969,"4,555.08"
Argentina,GNI per capita (constant 2005 US$),1970,"4,479.84"
Argentina,GNI per capita (constant 2005 US$),1971,"4,888.28"
Argentina,GNI per capita (constant 2005 US$),1972,"4,760.43"
Argentina,GNI per capita (constant 2005 US$),1973,"4,902.77"
Argentina,GNI per capita (constant 2005 US$),1974,"5,086.74"
Argentina,GNI per capita (constant 2005 US$),1975,"5,053.54"
Argentina,GNI per capita (constant 2005 US$),1976,"4,811.28"
Argentina,GNI per capita (constant 2005 US$),1977,"5,027.34"
Argentina,GNI per capita (constant 2005 US$),1978,"4,737.72"
Argentina,GNI per capita (constant 2005 US$),1979,"5,131.01"
Argentina,GNI per capita (constant 2005 US$),1980,"5,264.28"
Argentina,GNI per capita (constant 2005 US$),1981,"4,815.94"
Argentina,GNI per capita (constant 2005 US$),1982,"4,339.36"
Argentina,GNI per capita (constant 2005 US$),1983,"4,451.73"
Argentina,GNI per capita (constant 2005 US$),1984,"4,502.90"
Argentina,GNI per capita (constant 2005 US$),1985,"4,088.92"
Argentina,GNI per capita (constant 2005 US$),1986,"4,385.53"
Argentina,GNI per capita (constant 2005 US$),1987,"4,440.60"
Argentina,GNI per capita (constant 2005 US$),1988,"4,274.93"
Argentina,GNI per capita (constant 2005 US$),1989,"3,732.07"
Argentina,GNI per capita (constant 2005 US$),1990,"3,752.41"
Argentina,GNI per capita (constant 2005 US$),1991,"4,221.14"
Argentina,GNI per capita (constant 2005 US$),1992,"4,715.85"
Argentina,GNI per capita (constant 2005 US$),1993,"4,955.81"
Argentina,GNI per capita (constant 2005 US$),1994,"5,169.58"
Argentina,GNI per capita (constant 2005 US$),1995,"4,942.23"
Argentina,GNI per capita (constant 2005 US$),1996,"5,140.50"
Argentina,GNI per capita (constant 2005 US$),1997,"5,486.60"
Argentina,GNI per capita (constant 2005 US$),1998,"5,613.74"
Argentina,GNI per capita (constant 2005 US$),1999,"5,356.69"
Argentina,GNI per capita (constant 2005 US$),2000,"5,253.63"
Argentina,GNI per capita (constant 2005 US$),2001,"4,957.13"
Argentina,GNI per capita (constant 2005 US$),2002,"4,163.19"
Argentina,GNI per capita (constant 2005 US$),2003,"4,537.66"
Argentina,GNI per capita (constant 2005 US$),2004,"4,955.73"
Argentina,GNI per capita (constant 2005 US$),2005,"5,455.94"
Argentina,GNI per capita (constant 2005 US$),2006,"5,909.25"
Argentina,GNI per capita (constant 2005 US$),2007,"6,347.49"
Argentina,GNI per capita (constant 2005 US$),2008,"6,469.62"
Argentina,GNI per capita (constant 2005 US$),2009,"6,374.08"
Argentina,GNI per capita (constant 2005 US$),2010,"6,896.70"
Argentina,GNI per capita (constant 2005 US$),2011,"7,410.96"
Argentina,GNI per capita (constant 2005 US$),2012,"7,402.57"
Argentina,GNI per capita (constant 2005 US$),2013,"7,564.86"
Argentina,GNI per capita (constant 2005 US$),2014,"7,491.85"
Armenia,GNI per capita (constant 2005 US$),1990,"1,096.42"
Armenia,GNI per capita (constant 2005 US$),1991,"1,019.02"
Armenia,GNI per capita (constant 2005 US$),1992,485.8363764
Armenia,GNI per capita (constant 2005 US$),1993,510.543019
Armenia,GNI per capita (constant 2005 US$),1994,609.1869311
Armenia,GNI per capita (constant 2005 US$),1995,664.1719176
Armenia,GNI per capita (constant 2005 US$),1996,735.0552591
Armenia,GNI per capita (constant 2005 US$),1997,792.6209448
Armenia,GNI per capita (constant 2005 US$),1998,833.986263
Armenia,GNI per capita (constant 2005 US$),1999,865.0788019
Armenia,GNI per capita (constant 2005 US$),2000,919.4931082
Armenia,GNI per capita (constant 2005 US$),2001,"1,015.68"
Armenia,GNI per capita (constant 2005 US$),2002,"1,162.23"
Armenia,GNI per capita (constant 2005 US$),2003,"1,325.90"
Armenia,GNI per capita (constant 2005 US$),2004,"1,464.25"
Armenia,GNI per capita (constant 2005 US$),2005,"1,693.74"
Armenia,GNI per capita (constant 2005 US$),2006,"1,935.68"
Armenia,GNI per capita (constant 2005 US$),2007,"2,226.51"
Armenia,GNI per capita (constant 2005 US$),2008,"2,401.51"
Armenia,GNI per capita (constant 2005 US$),2009,"2,029.08"
Armenia,GNI per capita (constant 2005 US$),2010,"2,093.32"
Armenia,GNI per capita (constant 2005 US$),2011,"2,156.72"
Armenia,GNI per capita (constant 2005 US$),2012,"2,311.83"
Armenia,GNI per capita (constant 2005 US$),2013,"2,393.37"
Armenia,GNI per capita (constant 2005 US$),2014,"2,461.84"
Australia,GNI per capita (constant 2005 US$),1960,"13,243.45"
Australia,GNI per capita (constant 2005 US$),1961,"13,319.10"
Australia,GNI per capita (constant 2005 US$),1962,"13,203.68"
Australia,GNI per capita (constant 2005 US$),1963,"13,724.18"
Australia,GNI per capita (constant 2005 US$),1964,"14,403.06"
Australia,GNI per capita (constant 2005 US$),1965,"15,000.59"
Australia,GNI per capita (constant 2005 US$),1966,"14,999.98"
Australia,GNI per capita (constant 2005 US$),1967,"15,748.90"
Australia,GNI per capita (constant 2005 US$),1968,"16,206.20"
Australia,GNI per capita (constant 2005 US$),1969,"16,990.49"
Australia,GNI per capita (constant 2005 US$),1970,"17,852.84"
Australia,GNI per capita (constant 2005 US$),1971,"17,967.64"
Australia,GNI per capita (constant 2005 US$),1972,"18,360.17"
Australia,GNI per capita (constant 2005 US$),1973,"18,546.43"
Australia,GNI per capita (constant 2005 US$),1974,"18,869.68"
Australia,GNI per capita (constant 2005 US$),1975,"18,911.29"
Australia,GNI per capita (constant 2005 US$),1976,"19,118.90"
Australia,GNI per capita (constant 2005 US$),1977,"19,586.85"
Australia,GNI per capita (constant 2005 US$),1978,"19,532.19"
Australia,GNI per capita (constant 2005 US$),1979,"20,090.09"
Australia,GNI per capita (constant 2005 US$),1980,"20,408.28"
Australia,GNI per capita (constant 2005 US$),1981,"20,808.72"
Australia,GNI per capita (constant 2005 US$),1982,"21,154.99"
Australia,GNI per capita (constant 2005 US$),1983,"20,482.85"
Australia,GNI per capita (constant 2005 US$),1984,"21,042.70"
Australia,GNI per capita (constant 2005 US$),1985,"21,743.51"
Australia,GNI per capita (constant 2005 US$),1986,"22,245.34"
Australia,GNI per capita (constant 2005 US$),1987,"22,455.53"
Australia,GNI per capita (constant 2005 US$),1988,"23,335.43"
Australia,GNI per capita (constant 2005 US$),1989,"23,685.64"
Australia,GNI per capita (constant 2005 US$),1990,"24,019.89"
Australia,GNI per capita (constant 2005 US$),1991,"23,614.00"
Australia,GNI per capita (constant 2005 US$),1992,"23,579.50"
Australia,GNI per capita (constant 2005 US$),1993,"24,417.05"
Australia,GNI per capita (constant 2005 US$),1994,"25,152.11"
Australia,GNI per capita (constant 2005 US$),1995,"25,670.95"
Australia,GNI per capita (constant 2005 US$),1996,"26,309.85"
Australia,GNI per capita (constant 2005 US$),1997,"27,088.92"
Australia,GNI per capita (constant 2005 US$),1998,"28,056.20"
Australia,GNI per capita (constant 2005 US$),1999,"29,141.44"
Australia,GNI per capita (constant 2005 US$),2000,"29,975.42"
Australia,GNI per capita (constant 2005 US$),2001,"30,164.73"
Australia,GNI per capita (constant 2005 US$),2002,"30,968.36"
Australia,GNI per capita (constant 2005 US$),2003,"31,500.27"
Australia,GNI per capita (constant 2005 US$),2004,"32,407.36"
Australia,GNI per capita (constant 2005 US$),2005,"32,719.07"
Australia,GNI per capita (constant 2005 US$),2006,"33,123.30"
Australia,GNI per capita (constant 2005 US$),2007,"33,940.01"
Australia,GNI per capita (constant 2005 US$),2008,"34,618.59"
Australia,GNI per capita (constant 2005 US$),2009,"34,719.17"
Australia,GNI per capita (constant 2005 US$),2010,"34,743.36"
Australia,GNI per capita (constant 2005 US$),2011,"34,975.43"
Australia,GNI per capita (constant 2005 US$),2012,"35,996.00"
Australia,GNI per capita (constant 2005 US$),2013,"36,462.99"
Australia,GNI per capita (constant 2005 US$),2014,"36,743.95"
Austria,GNI per capita (constant 2005 US$),1960,"11,175.07"
Austria,GNI per capita (constant 2005 US$),1961,"11,728.93"
Austria,GNI per capita (constant 2005 US$),1962,"11,966.01"
Austria,GNI per capita (constant 2005 US$),1963,"12,381.49"
Austria,GNI per capita (constant 2005 US$),1964,"13,052.59"
Austria,GNI per capita (constant 2005 US$),1965,"13,419.33"
Austria,GNI per capita (constant 2005 US$),1966,"14,079.73"
Austria,GNI per capita (constant 2005 US$),1967,"14,379.94"
Austria,GNI per capita (constant 2005 US$),1968,"14,921.49"
Austria,GNI per capita (constant 2005 US$),1969,"15,820.09"
Austria,GNI per capita (constant 2005 US$),1970,"16,719.05"
Austria,GNI per capita (constant 2005 US$),1971,"17,511.51"
Austria,GNI per capita (constant 2005 US$),1972,"18,463.84"
Austria,GNI per capita (constant 2005 US$),1973,"19,251.06"
Austria,GNI per capita (constant 2005 US$),1974,"20,033.59"
Austria,GNI per capita (constant 2005 US$),1975,"19,997.96"
Austria,GNI per capita (constant 2005 US$),1976,"20,917.23"
Austria,GNI per capita (constant 2005 US$),1977,"21,957.19"
Austria,GNI per capita (constant 2005 US$),1978,"21,927.87"
Austria,GNI per capita (constant 2005 US$),1979,"23,169.36"
Austria,GNI per capita (constant 2005 US$),1980,"23,599.82"
Austria,GNI per capita (constant 2005 US$),1981,"23,519.27"
Austria,GNI per capita (constant 2005 US$),1982,"24,004.35"
Austria,GNI per capita (constant 2005 US$),1983,"24,767.09"
Austria,GNI per capita (constant 2005 US$),1984,"24,788.98"
Austria,GNI per capita (constant 2005 US$),1985,"25,415.48"
Austria,GNI per capita (constant 2005 US$),1986,"25,882.59"
Austria,GNI per capita (constant 2005 US$),1987,"26,208.42"
Austria,GNI per capita (constant 2005 US$),1988,"27,167.47"
Austria,GNI per capita (constant 2005 US$),1989,"28,182.41"
Austria,GNI per capita (constant 2005 US$),1990,"29,227.10"
Austria,GNI per capita (constant 2005 US$),1991,"29,788.55"
Austria,GNI per capita (constant 2005 US$),1992,"30,037.76"
Austria,GNI per capita (constant 2005 US$),1993,"29,967.73"
Austria,GNI per capita (constant 2005 US$),1994,"30,511.76"
Austria,GNI per capita (constant 2005 US$),1995,"31,162.69"
Austria,GNI per capita (constant 2005 US$),1996,"32,029.14"
Austria,GNI per capita (constant 2005 US$),1997,"32,583.76"
Austria,GNI per capita (constant 2005 US$),1998,"33,635.19"
Austria,GNI per capita (constant 2005 US$),1999,"34,652.77"
Austria,GNI per capita (constant 2005 US$),2000,"35,696.10"
Austria,GNI per capita (constant 2005 US$),2001,"35,927.04"
Austria,GNI per capita (constant 2005 US$),2002,"36,653.85"
Austria,GNI per capita (constant 2005 US$),2003,"36,861.32"
Austria,GNI per capita (constant 2005 US$),2004,"37,640.67"
Austria,GNI per capita (constant 2005 US$),2005,"38,121.81"
Austria,GNI per capita (constant 2005 US$),2006,"39,437.54"
Austria,GNI per capita (constant 2005 US$),2007,"40,541.91"
Austria,GNI per capita (constant 2005 US$),2008,"41,421.65"
Austria,GNI per capita (constant 2005 US$),2009,"39,446.16"
Austria,GNI per capita (constant 2005 US$),2010,"40,457.69"
Austria,GNI per capita (constant 2005 US$),2011,"41,246.56"
Austria,GNI per capita (constant 2005 US$),2012,"41,272.73"
Austria,GNI per capita (constant 2005 US$),2013,"41,240.22"
Austria,GNI per capita (constant 2005 US$),2014,"40,742.98"
Azerbaijan,GNI per capita (constant 2005 US$),1994,775.7998796
Azerbaijan,GNI per capita (constant 2005 US$),1995,674.0826337
Azerbaijan,GNI per capita (constant 2005 US$),1996,666.7952364
Azerbaijan,GNI per capita (constant 2005 US$),1997,709.6617976
Azerbaijan,GNI per capita (constant 2005 US$),1998,772.8971703
Azerbaijan,GNI per capita (constant 2005 US$),1999,817.7272738
Azerbaijan,GNI per capita (constant 2005 US$),2000,860.5304462
Azerbaijan,GNI per capita (constant 2005 US$),2001,935.6642463
Azerbaijan,GNI per capita (constant 2005 US$),2002,"1,022.64"
Azerbaijan,GNI per capita (constant 2005 US$),2003,"1,127.81"
Azerbaijan,GNI per capita (constant 2005 US$),2004,"1,199.34"
Azerbaijan,GNI per capita (constant 2005 US$),2005,"1,382.17"
Azerbaijan,GNI per capita (constant 2005 US$),2006,"1,778.60"
Azerbaijan,GNI per capita (constant 2005 US$),2007,"2,084.44"
Azerbaijan,GNI per capita (constant 2005 US$),2008,"2,421.30"
Azerbaijan,GNI per capita (constant 2005 US$),2009,"2,836.30"
Azerbaijan,GNI per capita (constant 2005 US$),2010,"3,012.27"
Azerbaijan,GNI per capita (constant 2005 US$),2011,"2,906.77"
Azerbaijan,GNI per capita (constant 2005 US$),2012,"2,922.05"
Azerbaijan,GNI per capita (constant 2005 US$),2013,"3,159.18"
Azerbaijan,GNI per capita (constant 2005 US$),2014,"3,272.21"
"Bahamas, The",GNI per capita (constant 2005 US$),1989,"22,425.87"
"Bahamas, The",GNI per capita (constant 2005 US$),1990,"21,519.92"
"Bahamas, The",GNI per capita (constant 2005 US$),1991,"20,273.77"
"Bahamas, The",GNI per capita (constant 2005 US$),1992,"19,542.27"
"Bahamas, The",GNI per capita (constant 2005 US$),1993,"18,989.53"
"Bahamas, The",GNI per capita (constant 2005 US$),1994,"19,220.08"
"Bahamas, The",GNI per capita (constant 2005 US$),1995,"22,694.69"
"Bahamas, The",GNI per capita (constant 2005 US$),1996,"24,936.30"
"Bahamas, The",GNI per capita (constant 2005 US$),1997,"20,476.26"
"Bahamas, The",GNI per capita (constant 2005 US$),1998,"21,856.99"
"Bahamas, The",GNI per capita (constant 2005 US$),1999,"22,873.40"
"Bahamas, The",GNI per capita (constant 2005 US$),2000,"23,410.02"
"Bahamas, The",GNI per capita (constant 2005 US$),2001,"23,578.55"
"Bahamas, The",GNI per capita (constant 2005 US$),2002,"23,722.97"
"Bahamas, The",GNI per capita (constant 2005 US$),2003,"23,076.78"
"Bahamas, The",GNI per capita (constant 2005 US$),2004,"22,868.46"
"Bahamas, The",GNI per capita (constant 2005 US$),2005,"22,852.90"
"Bahamas, The",GNI per capita (constant 2005 US$),2006,"22,898.25"
"Bahamas, The",GNI per capita (constant 2005 US$),2007,"22,767.78"
"Bahamas, The",GNI per capita (constant 2005 US$),2008,"22,241.47"
"Bahamas, The",GNI per capita (constant 2005 US$),2009,"20,766.59"
"Bahamas, The",GNI per capita (constant 2005 US$),2010,"20,535.00"
"Bahamas, The",GNI per capita (constant 2005 US$),2011,"20,348.50"
"Bahamas, The",GNI per capita (constant 2005 US$),2012,"20,433.65"
"Bahamas, The",GNI per capita (constant 2005 US$),2013,"20,016.97"
"Bahamas, The",GNI per capita (constant 2005 US$),2014,"19,721.39"
Bahrain,GNI per capita (constant 2005 US$),2005,"17,941.38"
Bangladesh,GNI per capita (constant 2005 US$),1973,262.1294336
Bangladesh,GNI per capita (constant 2005 US$),1974,281.8527678
Bangladesh,GNI per capita (constant 2005 US$),1975,264.6445253
Bangladesh,GNI per capita (constant 2005 US$),1976,272.985778
Bangladesh,GNI per capita (constant 2005 US$),1977,272.2434785
Bangladesh,GNI per capita (constant 2005 US$),1978,283.856884
Bangladesh,GNI per capita (constant 2005 US$),1979,289.6224725
Bangladesh,GNI per capita (constant 2005 US$),1980,284.8373936
Bangladesh,GNI per capita (constant 2005 US$),1981,301.7248119
Bangladesh,GNI per capita (constant 2005 US$),1982,300.1340883
Bangladesh,GNI per capita (constant 2005 US$),1983,306.9830457
Bangladesh,GNI per capita (constant 2005 US$),1984,312.8635656
Bangladesh,GNI per capita (constant 2005 US$),1985,311.6877861
Bangladesh,GNI per capita (constant 2005 US$),1986,316.9236112
Bangladesh,GNI per capita (constant 2005 US$),1987,321.3142074
Bangladesh,GNI per capita (constant 2005 US$),1988,320.2929223
Bangladesh,GNI per capita (constant 2005 US$),1989,320.8401557
Bangladesh,GNI per capita (constant 2005 US$),1990,329.9929115
Bangladesh,GNI per capita (constant 2005 US$),1991,333.9699537
Bangladesh,GNI per capita (constant 2005 US$),1992,345.2107382
Bangladesh,GNI per capita (constant 2005 US$),1993,354.7028232
Bangladesh,GNI per capita (constant 2005 US$),1994,361.9921079
Bangladesh,GNI per capita (constant 2005 US$),1995,372.1594374
Bangladesh,GNI per capita (constant 2005 US$),1996,379.2160382
Bangladesh,GNI per capita (constant 2005 US$),1997,388.8701231
Bangladesh,GNI per capita (constant 2005 US$),1998,400.7374983
Bangladesh,GNI per capita (constant 2005 US$),1999,411.7824868
Bangladesh,GNI per capita (constant 2005 US$),2000,425.9591048
Bangladesh,GNI per capita (constant 2005 US$),2001,438.2850072
Bangladesh,GNI per capita (constant 2005 US$),2002,451.0406796
Bangladesh,GNI per capita (constant 2005 US$),2003,464.5200973
Bangladesh,GNI per capita (constant 2005 US$),2004,482.8440686
Bangladesh,GNI per capita (constant 2005 US$),2005,507.3859744
Bangladesh,GNI per capita (constant 2005 US$),2006,540.2585987
Bangladesh,GNI per capita (constant 2005 US$),2007,575.7883593
Bangladesh,GNI per capita (constant 2005 US$),2008,609.5315217
Bangladesh,GNI per capita (constant 2005 US$),2009,634.6822729
Bangladesh,GNI per capita (constant 2005 US$),2010,663.6281997
Bangladesh,GNI per capita (constant 2005 US$),2011,696.6190667
Bangladesh,GNI per capita (constant 2005 US$),2012,736.5702748
Bangladesh,GNI per capita (constant 2005 US$),2013,768.6071186
Bangladesh,GNI per capita (constant 2005 US$),2014,795.4673655
Barbados,GNI per capita (constant 2005 US$),1985,"9,405.64"
Barbados,GNI per capita (constant 2005 US$),1986,"9,516.21"
Barbados,GNI per capita (constant 2005 US$),1987,"9,843.98"
Barbados,GNI per capita (constant 2005 US$),1988,"10,149.64"
Barbados,GNI per capita (constant 2005 US$),1989,"10,552.22"
Barbados,GNI per capita (constant 2005 US$),1990,"12,297.26"
Barbados,GNI per capita (constant 2005 US$),1991,"11,627.17"
Barbados,GNI per capita (constant 2005 US$),1992,"11,072.60"
Barbados,GNI per capita (constant 2005 US$),1993,"10,993.14"
Barbados,GNI per capita (constant 2005 US$),1994,"11,235.91"
Barbados,GNI per capita (constant 2005 US$),1995,"11,363.29"
Barbados,GNI per capita (constant 2005 US$),1996,"11,739.93"
Barbados,GNI per capita (constant 2005 US$),1997,"12,309.79"
Barbados,GNI per capita (constant 2005 US$),1998,"12,705.09"
Barbados,GNI per capita (constant 2005 US$),1999,"12,634.73"
Barbados,GNI per capita (constant 2005 US$),2000,"13,151.97"
Barbados,GNI per capita (constant 2005 US$),2001,"12,708.56"
Barbados,GNI per capita (constant 2005 US$),2002,"12,754.41"
Barbados,GNI per capita (constant 2005 US$),2003,"12,938.21"
Barbados,GNI per capita (constant 2005 US$),2004,"13,202.20"
Barbados,GNI per capita (constant 2005 US$),2005,"13,563.23"
Barbados,GNI per capita (constant 2005 US$),2006,"14,142.26"
Barbados,GNI per capita (constant 2005 US$),2007,"14,586.21"
Barbados,GNI per capita (constant 2005 US$),2008,"14,453.27"
Barbados,GNI per capita (constant 2005 US$),2009,"13,933.00"
Barbados,GNI per capita (constant 2005 US$),2010,"14,146.67"
Barbados,GNI per capita (constant 2005 US$),2011,"14,143.09"
Barbados,GNI per capita (constant 2005 US$),2012,"14,117.68"
Belarus,GNI per capita (constant 2005 US$),1990,"2,328.35"
Belarus,GNI per capita (constant 2005 US$),1991,"2,299.29"
Belarus,GNI per capita (constant 2005 US$),1992,"2,074.08"
Belarus,GNI per capita (constant 2005 US$),1993,"1,913.08"
Belarus,GNI per capita (constant 2005 US$),1994,"1,687.10"
Belarus,GNI per capita (constant 2005 US$),1995,"1,513.96"
Belarus,GNI per capita (constant 2005 US$),1996,"1,563.93"
Belarus,GNI per capita (constant 2005 US$),1997,"1,743.10"
Belarus,GNI per capita (constant 2005 US$),1998,"1,897.80"
Belarus,GNI per capita (constant 2005 US$),1999,"1,974.45"
Belarus,GNI per capita (constant 2005 US$),2000,"2,094.81"
Belarus,GNI per capita (constant 2005 US$),2001,"2,209.84"
Belarus,GNI per capita (constant 2005 US$),2002,"2,341.15"
Belarus,GNI per capita (constant 2005 US$),2003,"2,532.17"
Belarus,GNI per capita (constant 2005 US$),2004,"2,840.68"
Belarus,GNI per capita (constant 2005 US$),2005,"3,132.11"
Belarus,GNI per capita (constant 2005 US$),2006,"3,446.68"
Belarus,GNI per capita (constant 2005 US$),2007,"3,734.42"
Belarus,GNI per capita (constant 2005 US$),2008,"4,106.39"
Belarus,GNI per capita (constant 2005 US$),2009,"4,080.79"
Belarus,GNI per capita (constant 2005 US$),2010,"4,412.23"
Belarus,GNI per capita (constant 2005 US$),2011,"4,712.01"
Belarus,GNI per capita (constant 2005 US$),2012,"4,713.26"
Belarus,GNI per capita (constant 2005 US$),2013,"4,679.88"
Belarus,GNI per capita (constant 2005 US$),2014,"4,788.07"
Belgium,GNI per capita (constant 2005 US$),1960,"11,449.45"
Belgium,GNI per capita (constant 2005 US$),1961,"11,947.79"
Belgium,GNI per capita (constant 2005 US$),1962,"12,499.14"
Belgium,GNI per capita (constant 2005 US$),1963,"12,924.55"
Belgium,GNI per capita (constant 2005 US$),1964,"13,682.65"
Belgium,GNI per capita (constant 2005 US$),1965,"14,062.98"
Belgium,GNI per capita (constant 2005 US$),1966,"14,412.56"
Belgium,GNI per capita (constant 2005 US$),1967,"14,891.33"
Belgium,GNI per capita (constant 2005 US$),1968,"15,459.75"
Belgium,GNI per capita (constant 2005 US$),1969,"16,432.63"
Belgium,GNI per capita (constant 2005 US$),1970,"17,459.55"
Belgium,GNI per capita (constant 2005 US$),1971,"18,100.22"
Belgium,GNI per capita (constant 2005 US$),1972,"18,990.23"
Belgium,GNI per capita (constant 2005 US$),1973,"20,110.55"
Belgium,GNI per capita (constant 2005 US$),1974,"20,959.37"
Belgium,GNI per capita (constant 2005 US$),1975,"20,484.53"
Belgium,GNI per capita (constant 2005 US$),1976,"21,608.53"
Belgium,GNI per capita (constant 2005 US$),1977,"21,666.98"
Belgium,GNI per capita (constant 2005 US$),1978,"22,240.48"
Belgium,GNI per capita (constant 2005 US$),1979,"22,652.05"
Belgium,GNI per capita (constant 2005 US$),1980,"23,586.60"
Belgium,GNI per capita (constant 2005 US$),1981,"23,556.89"
Belgium,GNI per capita (constant 2005 US$),1982,"23,605.70"
Belgium,GNI per capita (constant 2005 US$),1983,"23,665.43"
