Country Name,Indicator Name,Year,Value
Algeria,Sanitation Access (% of Pop.),2006,85.6
Algeria,Sanitation Access (% of Pop.),2007,85.8
Algeria,Sanitation Access (% of Pop.),2008,86.1
Algeria,Sanitation Access (% of Pop.),2009,86.4
Algeria,Sanitation Access (% of Pop.),2010,86.6
Algeria,Sanitation Access (% of Pop.),2011,86.8
Algeria,Sanitation Access (% of Pop.),2012,87
Algeria,Sanitation Access (% of Pop.),2013,87.2
Algeria,Sanitation Access (% of Pop.),2014,87.4
Algeria,Sanitation Access (% of Pop.),2015,87.6
American Samoa,Sanitation Access (% of Pop.),1990,61
American Samoa,Sanitation Access (% of Pop.),1991,61
American Samoa,Sanitation Access (% of Pop.),1992,61
American Samoa,Sanitation Access (% of Pop.),1993,61
American Samoa,Sanitation Access (% of Pop.),1994,61.1
American Samoa,Sanitation Access (% of Pop.),1995,61.1
American Samoa,Sanitation Access (% of Pop.),1996,61.2
American Samoa,Sanitation Access (% of Pop.),1997,61.3
American Samoa,Sanitation Access (% of Pop.),1998,61.4
American Samoa,Sanitation Access (% of Pop.),1999,61.5
American Samoa,Sanitation Access (% of Pop.),2000,61.5
American Samoa,Sanitation Access (% of Pop.),2001,61.6
American Samoa,Sanitation Access (% of Pop.),2002,61.7
American Samoa,Sanitation Access (% of Pop.),2003,61.8
American Samoa,Sanitation Access (% of Pop.),2004,61.8
American Samoa,Sanitation Access (% of Pop.),2005,61.9
American Samoa,Sanitation Access (% of Pop.),2006,62
American Samoa,Sanitation Access (% of Pop.),2007,62.1
American Samoa,Sanitation Access (% of Pop.),2008,62.1
American Samoa,Sanitation Access (% of Pop.),2009,62.2
American Samoa,Sanitation Access (% of Pop.),2010,62.3
American Samoa,Sanitation Access (% of Pop.),2011,62.4
American Samoa,Sanitation Access (% of Pop.),2012,62.5
American Samoa,Sanitation Access (% of Pop.),2013,62.5
American Samoa,Sanitation Access (% of Pop.),2014,62.5
American Samoa,Sanitation Access (% of Pop.),2015,62.5
Andorra,Sanitation Access (% of Pop.),1990,100
Andorra,Sanitation Access (% of Pop.),1991,100
Andorra,Sanitation Access (% of Pop.),1992,100
Andorra,Sanitation Access (% of Pop.),1993,100
Andorra,Sanitation Access (% of Pop.),1994,100
Andorra,Sanitation Access (% of Pop.),1995,100
Andorra,Sanitation Access (% of Pop.),1996,100
Andorra,Sanitation Access (% of Pop.),1997,100
Andorra,Sanitation Access (% of Pop.),1998,100
Andorra,Sanitation Access (% of Pop.),1999,100
Andorra,Sanitation Access (% of Pop.),2000,100
Andorra,Sanitation Access (% of Pop.),2001,100
Andorra,Sanitation Access (% of Pop.),2002,100
Andorra,Sanitation Access (% of Pop.),2003,100
Andorra,Sanitation Access (% of Pop.),2004,100
Andorra,Sanitation Access (% of Pop.),2005,100
Andorra,Sanitation Access (% of Pop.),2006,100
Andorra,Sanitation Access (% of Pop.),2007,100
Andorra,Sanitation Access (% of Pop.),2008,100
Andorra,Sanitation Access (% of Pop.),2009,100
Andorra,Sanitation Access (% of Pop.),2010,100
Andorra,Sanitation Access (% of Pop.),2011,100
Andorra,Sanitation Access (% of Pop.),2012,100
Andorra,Sanitation Access (% of Pop.),2013,100
Andorra,Sanitation Access (% of Pop.),2014,100
Andorra,Sanitation Access (% of Pop.),2015,100
Angola,Sanitation Access (% of Pop.),1990,22.4
Angola,Sanitation Access (% of Pop.),1991,22.8
Angola,Sanitation Access (% of Pop.),1992,23.1
Angola,Sanitation Access (% of Pop.),1993,23.5
Angola,Sanitation Access (% of Pop.),1994,24.2
Angola,Sanitation Access (% of Pop.),1995,25.5
Angola,Sanitation Access (% of Pop.),1996,26.8
Angola,Sanitation Access (% of Pop.),1997,28.1
Angola,Sanitation Access (% of Pop.),1998,29.4
Angola,Sanitation Access (% of Pop.),1999,30.8
Angola,Sanitation Access (% of Pop.),2000,32.1
Angola,Sanitation Access (% of Pop.),2001,33.5
Angola,Sanitation Access (% of Pop.),2002,34.8
Angola,Sanitation Access (% of Pop.),2003,36.2
Angola,Sanitation Access (% of Pop.),2004,37.6
Angola,Sanitation Access (% of Pop.),2005,39
Angola,Sanitation Access (% of Pop.),2006,40.4
Angola,Sanitation Access (% of Pop.),2007,41.8
Angola,Sanitation Access (% of Pop.),2008,43.3
Angola,Sanitation Access (% of Pop.),2009,44.7
Angola,Sanitation Access (% of Pop.),2010,46.2
Angola,Sanitation Access (% of Pop.),2011,47.6
Angola,Sanitation Access (% of Pop.),2012,49.1
Angola,Sanitation Access (% of Pop.),2013,50.6
Angola,Sanitation Access (% of Pop.),2014,51.1
Angola,Sanitation Access (% of Pop.),2015,51.6
Antigua and Barbuda,Sanitation Access (% of Pop.),1990,74.7
Antigua and Barbuda,Sanitation Access (% of Pop.),1991,75.7
Antigua and Barbuda,Sanitation Access (% of Pop.),1992,76.7
Antigua and Barbuda,Sanitation Access (% of Pop.),1993,77.7
Antigua and Barbuda,Sanitation Access (% of Pop.),1994,78.7
Antigua and Barbuda,Sanitation Access (% of Pop.),1995,79.6
Antigua and Barbuda,Sanitation Access (% of Pop.),1996,80.6
Antigua and Barbuda,Sanitation Access (% of Pop.),1997,81.6
Antigua and Barbuda,Sanitation Access (% of Pop.),1998,82.6
Antigua and Barbuda,Sanitation Access (% of Pop.),1999,83.6
Antigua and Barbuda,Sanitation Access (% of Pop.),2000,84.6
Antigua and Barbuda,Sanitation Access (% of Pop.),2001,85.5
Antigua and Barbuda,Sanitation Access (% of Pop.),2002,86.5
Antigua and Barbuda,Sanitation Access (% of Pop.),2003,87.5
Antigua and Barbuda,Sanitation Access (% of Pop.),2004,88.5
Antigua and Barbuda,Sanitation Access (% of Pop.),2005,89.5
Antigua and Barbuda,Sanitation Access (% of Pop.),2006,90.4
Antigua and Barbuda,Sanitation Access (% of Pop.),2007,91.4
Antigua and Barbuda,Sanitation Access (% of Pop.),2008,91.4
Antigua and Barbuda,Sanitation Access (% of Pop.),2009,91.4
Antigua and Barbuda,Sanitation Access (% of Pop.),2010,91.4
Antigua and Barbuda,Sanitation Access (% of Pop.),2011,91.4
Arab World,Sanitation Access (% of Pop.),1990,66.82337991
Arab World,Sanitation Access (% of Pop.),1991,68.01429513
Arab World,Sanitation Access (% of Pop.),1992,68.25244572
Arab World,Sanitation Access (% of Pop.),1993,67.51411037
Arab World,Sanitation Access (% of Pop.),1994,68.07835747
Arab World,Sanitation Access (% of Pop.),1995,68.84762853
Arab World,Sanitation Access (% of Pop.),1996,69.44122874
Arab World,Sanitation Access (% of Pop.),1997,70.13658416
Arab World,Sanitation Access (% of Pop.),1998,70.92449971
Arab World,Sanitation Access (% of Pop.),1999,71.57257146
Arab World,Sanitation Access (% of Pop.),2000,72.21860195
Arab World,Sanitation Access (% of Pop.),2001,72.89632392
Arab World,Sanitation Access (% of Pop.),2002,73.5143624
Arab World,Sanitation Access (% of Pop.),2003,74.15032323
Arab World,Sanitation Access (% of Pop.),2004,74.81731921
Arab World,Sanitation Access (% of Pop.),2005,75.50247236
Arab World,Sanitation Access (% of Pop.),2006,76.156479
Arab World,Sanitation Access (% of Pop.),2007,76.78914334
Arab World,Sanitation Access (% of Pop.),2008,77.43575161
Arab World,Sanitation Access (% of Pop.),2009,77.97482026
Arab World,Sanitation Access (% of Pop.),2010,78.29900551
Arab World,Sanitation Access (% of Pop.),2011,78.66998839
Arab World,Sanitation Access (% of Pop.),2012,80.49263166
Arab World,Sanitation Access (% of Pop.),2013,82.77236152
Arab World,Sanitation Access (% of Pop.),2014,82.83628564
Arab World,Sanitation Access (% of Pop.),2015,90.42856052
Argentina,Sanitation Access (% of Pop.),1990,87.4
Argentina,Sanitation Access (% of Pop.),1991,87.9
Argentina,Sanitation Access (% of Pop.),1992,88.3
Argentina,Sanitation Access (% of Pop.),1993,88.7
Argentina,Sanitation Access (% of Pop.),1994,89.1
Argentina,Sanitation Access (% of Pop.),1995,89.5
Argentina,Sanitation Access (% of Pop.),1996,89.9
Argentina,Sanitation Access (% of Pop.),1997,90.2
Argentina,Sanitation Access (% of Pop.),1998,90.6
Argentina,Sanitation Access (% of Pop.),1999,91
Argentina,Sanitation Access (% of Pop.),2000,91.4
Argentina,Sanitation Access (% of Pop.),2001,91.7
Argentina,Sanitation Access (% of Pop.),2002,92.1
Argentina,Sanitation Access (% of Pop.),2003,92.5
Argentina,Sanitation Access (% of Pop.),2004,92.8
Argentina,Sanitation Access (% of Pop.),2005,93.2
Argentina,Sanitation Access (% of Pop.),2006,93.5
Argentina,Sanitation Access (% of Pop.),2007,93.9
Argentina,Sanitation Access (% of Pop.),2008,94.2
Argentina,Sanitation Access (% of Pop.),2009,94.5
Argentina,Sanitation Access (% of Pop.),2010,94.9
Argentina,Sanitation Access (% of Pop.),2011,95.2
Argentina,Sanitation Access (% of Pop.),2012,95.5
Argentina,Sanitation Access (% of Pop.),2013,95.8
Argentina,Sanitation Access (% of Pop.),2014,96.1
Argentina,Sanitation Access (% of Pop.),2015,96.4
Armenia,Sanitation Access (% of Pop.),1992,89.6
Armenia,Sanitation Access (% of Pop.),1993,89.5
Armenia,Sanitation Access (% of Pop.),1994,89.5
Armenia,Sanitation Access (% of Pop.),1995,89.4
Armenia,Sanitation Access (% of Pop.),1996,89.4
Armenia,Sanitation Access (% of Pop.),1997,89.4
Armenia,Sanitation Access (% of Pop.),1998,89.4
Armenia,Sanitation Access (% of Pop.),1999,89.4
Armenia,Sanitation Access (% of Pop.),2000,89.3
Armenia,Sanitation Access (% of Pop.),2001,89.3
Armenia,Sanitation Access (% of Pop.),2002,89.3
Armenia,Sanitation Access (% of Pop.),2003,89.4
Armenia,Sanitation Access (% of Pop.),2004,89.4
Armenia,Sanitation Access (% of Pop.),2005,89.4
Armenia,Sanitation Access (% of Pop.),2006,89.5
Armenia,Sanitation Access (% of Pop.),2007,89.5
Armenia,Sanitation Access (% of Pop.),2008,89.5
Armenia,Sanitation Access (% of Pop.),2009,89.5
Armenia,Sanitation Access (% of Pop.),2010,89.5
Armenia,Sanitation Access (% of Pop.),2011,89.5
Armenia,Sanitation Access (% of Pop.),2012,89.5
Armenia,Sanitation Access (% of Pop.),2013,89.5
Armenia,Sanitation Access (% of Pop.),2014,89.5
Armenia,Sanitation Access (% of Pop.),2015,89.5
Aruba,Sanitation Access (% of Pop.),1990,98.6
Aruba,Sanitation Access (% of Pop.),1991,98.6
Aruba,Sanitation Access (% of Pop.),1992,98.5
Aruba,Sanitation Access (% of Pop.),1993,98.5
Aruba,Sanitation Access (% of Pop.),1994,98.4
Aruba,Sanitation Access (% of Pop.),1995,98.4
Aruba,Sanitation Access (% of Pop.),1996,98.3
Aruba,Sanitation Access (% of Pop.),1997,98.3
Aruba,Sanitation Access (% of Pop.),1998,98.3
Aruba,Sanitation Access (% of Pop.),1999,98.2
Aruba,Sanitation Access (% of Pop.),2000,98.2
Aruba,Sanitation Access (% of Pop.),2001,98.1
Aruba,Sanitation Access (% of Pop.),2002,98.1
Aruba,Sanitation Access (% of Pop.),2003,98
Aruba,Sanitation Access (% of Pop.),2004,98
Aruba,Sanitation Access (% of Pop.),2005,98
Aruba,Sanitation Access (% of Pop.),2006,97.9
Aruba,Sanitation Access (% of Pop.),2007,97.9
Aruba,Sanitation Access (% of Pop.),2008,97.8
Aruba,Sanitation Access (% of Pop.),2009,97.8
Aruba,Sanitation Access (% of Pop.),2010,97.7
Aruba,Sanitation Access (% of Pop.),2011,97.7
Aruba,Sanitation Access (% of Pop.),2012,97.7
Aruba,Sanitation Access (% of Pop.),2013,97.7
Aruba,Sanitation Access (% of Pop.),2014,97.7
Aruba,Sanitation Access (% of Pop.),2015,97.7
Australia,Sanitation Access (% of Pop.),1990,100
Australia,Sanitation Access (% of Pop.),1991,100
Australia,Sanitation Access (% of Pop.),1992,100
Australia,Sanitation Access (% of Pop.),1993,100
Australia,Sanitation Access (% of Pop.),1994,100
Australia,Sanitation Access (% of Pop.),1995,100
Australia,Sanitation Access (% of Pop.),1996,100
Australia,Sanitation Access (% of Pop.),1997,100
Australia,Sanitation Access (% of Pop.),1998,100
Australia,Sanitation Access (% of Pop.),1999,100
Australia,Sanitation Access (% of Pop.),2000,100
Australia,Sanitation Access (% of Pop.),2001,100
Australia,Sanitation Access (% of Pop.),2002,100
Australia,Sanitation Access (% of Pop.),2003,100
Australia,Sanitation Access (% of Pop.),2004,100
Australia,Sanitation Access (% of Pop.),2005,100
Australia,Sanitation Access (% of Pop.),2006,100
Australia,Sanitation Access (% of Pop.),2007,100
Australia,Sanitation Access (% of Pop.),2008,100
Australia,Sanitation Access (% of Pop.),2009,100
Australia,Sanitation Access (% of Pop.),2010,100
Australia,Sanitation Access (% of Pop.),2011,100
Australia,Sanitation Access (% of Pop.),2012,100
Australia,Sanitation Access (% of Pop.),2013,100
Australia,Sanitation Access (% of Pop.),2014,100
Australia,Sanitation Access (% of Pop.),2015,100
Austria,Sanitation Access (% of Pop.),1990,100
Austria,Sanitation Access (% of Pop.),1991,100
Austria,Sanitation Access (% of Pop.),1992,100
Austria,Sanitation Access (% of Pop.),1993,100
Austria,Sanitation Access (% of Pop.),1994,100
Austria,Sanitation Access (% of Pop.),1995,100
Austria,Sanitation Access (% of Pop.),1996,100
Austria,Sanitation Access (% of Pop.),1997,100
Austria,Sanitation Access (% of Pop.),1998,100
Austria,Sanitation Access (% of Pop.),1999,100
Austria,Sanitation Access (% of Pop.),2000,100
Austria,Sanitation Access (% of Pop.),2001,100
Austria,Sanitation Access (% of Pop.),2002,100
Austria,Sanitation Access (% of Pop.),2003,100
Austria,Sanitation Access (% of Pop.),2004,100
Austria,Sanitation Access (% of Pop.),2005,100
Austria,Sanitation Access (% of Pop.),2006,100
Austria,Sanitation Access (% of Pop.),2007,100
Austria,Sanitation Access (% of Pop.),2008,100
Austria,Sanitation Access (% of Pop.),2009,100
Austria,Sanitation Access (% of Pop.),2010,100
Austria,Sanitation Access (% of Pop.),2011,100
Austria,Sanitation Access (% of Pop.),2012,100
Austria,Sanitation Access (% of Pop.),2013,100
Austria,Sanitation Access (% of Pop.),2014,100
Austria,Sanitation Access (% of Pop.),2015,100
Azerbaijan,Sanitation Access (% of Pop.),1994,62.7
Azerbaijan,Sanitation Access (% of Pop.),1995,62.7
Azerbaijan,Sanitation Access (% of Pop.),1996,62.6
Azerbaijan,Sanitation Access (% of Pop.),1997,62.5
Azerbaijan,Sanitation Access (% of Pop.),1998,62.4
Azerbaijan,Sanitation Access (% of Pop.),1999,64
Azerbaijan,Sanitation Access (% of Pop.),2000,65.6
Azerbaijan,Sanitation Access (% of Pop.),2001,67.2
Azerbaijan,Sanitation Access (% of Pop.),2002,68.8
Azerbaijan,Sanitation Access (% of Pop.),2003,70.5
Azerbaijan,Sanitation Access (% of Pop.),2004,72.1
Azerbaijan,Sanitation Access (% of Pop.),2005,73.7
Azerbaijan,Sanitation Access (% of Pop.),2006,75.3
Azerbaijan,Sanitation Access (% of Pop.),2007,76.8
Azerbaijan,Sanitation Access (% of Pop.),2008,78.4
Azerbaijan,Sanitation Access (% of Pop.),2009,80
Azerbaijan,Sanitation Access (% of Pop.),2010,81.6
Azerbaijan,Sanitation Access (% of Pop.),2011,83.2
Azerbaijan,Sanitation Access (% of Pop.),2012,84.7
Azerbaijan,Sanitation Access (% of Pop.),2013,86.3
Azerbaijan,Sanitation Access (% of Pop.),2014,87.9
Azerbaijan,Sanitation Access (% of Pop.),2015,89.3
"Bahamas, The",Sanitation Access (% of Pop.),1994,88
"Bahamas, The",Sanitation Access (% of Pop.),1995,88
"Bahamas, The",Sanitation Access (% of Pop.),1996,88
"Bahamas, The",Sanitation Access (% of Pop.),1997,88
"Bahamas, The",Sanitation Access (% of Pop.),1998,88
"Bahamas, The",Sanitation Access (% of Pop.),1999,88.3
"Bahamas, The",Sanitation Access (% of Pop.),2000,88.6
"Bahamas, The",Sanitation Access (% of Pop.),2001,88.9
"Bahamas, The",Sanitation Access (% of Pop.),2002,89.2
"Bahamas, The",Sanitation Access (% of Pop.),2003,89.4
"Bahamas, The",Sanitation Access (% of Pop.),2004,89.7
"Bahamas, The",Sanitation Access (% of Pop.),2005,90
"Bahamas, The",Sanitation Access (% of Pop.),2006,90.3
"Bahamas, The",Sanitation Access (% of Pop.),2007,90.6
"Bahamas, The",Sanitation Access (% of Pop.),2008,90.9
"Bahamas, The",Sanitation Access (% of Pop.),2009,91.2
"Bahamas, The",Sanitation Access (% of Pop.),2010,91.4
"Bahamas, The",Sanitation Access (% of Pop.),2011,91.7
"Bahamas, The",Sanitation Access (% of Pop.),2012,92
"Bahamas, The",Sanitation Access (% of Pop.),2013,92
"Bahamas, The",Sanitation Access (% of Pop.),2014,92
"Bahamas, The",Sanitation Access (% of Pop.),2015,92
Bahrain,Sanitation Access (% of Pop.),1990,99
Bahrain,Sanitation Access (% of Pop.),1991,99
Bahrain,Sanitation Access (% of Pop.),1992,99
Bahrain,Sanitation Access (% of Pop.),1993,99
Bahrain,Sanitation Access (% of Pop.),1994,99
Bahrain,Sanitation Access (% of Pop.),1995,99.1
Bahrain,Sanitation Access (% of Pop.),1996,99.1
Bahrain,Sanitation Access (% of Pop.),1997,99.1
Bahrain,Sanitation Access (% of Pop.),1998,99.1
Bahrain,Sanitation Access (% of Pop.),1999,99.1
Bahrain,Sanitation Access (% of Pop.),2000,99.1
Bahrain,Sanitation Access (% of Pop.),2001,99.2
Bahrain,Sanitation Access (% of Pop.),2002,99.2
Bahrain,Sanitation Access (% of Pop.),2003,99.2
Bahrain,Sanitation Access (% of Pop.),2004,99.2
Bahrain,Sanitation Access (% of Pop.),2005,99.2
Bahrain,Sanitation Access (% of Pop.),2006,99.2
Bahrain,Sanitation Access (% of Pop.),2007,99.2
Bahrain,Sanitation Access (% of Pop.),2008,99.2
Bahrain,Sanitation Access (% of Pop.),2009,99.2
Bahrain,Sanitation Access (% of Pop.),2010,99.2
Bahrain,Sanitation Access (% of Pop.),2011,99.2
Bahrain,Sanitation Access (% of Pop.),2012,99.2
Bahrain,Sanitation Access (% of Pop.),2013,99.2
Bahrain,Sanitation Access (% of Pop.),2014,99.2
Bahrain,Sanitation Access (% of Pop.),2015,99.2
Bangladesh,Sanitation Access (% of Pop.),1990,34.4
Bangladesh,Sanitation Access (% of Pop.),1991,35.6
Bangladesh,Sanitation Access (% of Pop.),1992,36.7
Bangladesh,Sanitation Access (% of Pop.),1993,37.8
Bangladesh,Sanitation Access (% of Pop.),1994,38.9
Bangladesh,Sanitation Access (% of Pop.),1995,40
Bangladesh,Sanitation Access (% of Pop.),1996,41.1
Bangladesh,Sanitation Access (% of Pop.),1997,42.2
Bangladesh,Sanitation Access (% of Pop.),1998,43.3
Bangladesh,Sanitation Access (% of Pop.),1999,44.3
Bangladesh,Sanitation Access (% of Pop.),2000,45.4
Bangladesh,Sanitation Access (% of Pop.),2001,46.5
Bangladesh,Sanitation Access (% of Pop.),2002,47.6
Bangladesh,Sanitation Access (% of Pop.),2003,48.6
Bangladesh,Sanitation Access (% of Pop.),2004,49.7
Bangladesh,Sanitation Access (% of Pop.),2005,50.7
Bangladesh,Sanitation Access (% of Pop.),2006,51.8
Bangladesh,Sanitation Access (% of Pop.),2007,52.8
Bangladesh,Sanitation Access (% of Pop.),2008,53.8
Bangladesh,Sanitation Access (% of Pop.),2009,54.8
Bangladesh,Sanitation Access (% of Pop.),2010,55.8
Bangladesh,Sanitation Access (% of Pop.),2011,56.8
Bangladesh,Sanitation Access (% of Pop.),2012,57.7
Bangladesh,Sanitation Access (% of Pop.),2013,58.7
Bangladesh,Sanitation Access (% of Pop.),2014,59.6
Bangladesh,Sanitation Access (% of Pop.),2015,60.6
Barbados,Sanitation Access (% of Pop.),1990,80
Barbados,Sanitation Access (% of Pop.),1991,80.7
Barbados,Sanitation Access (% of Pop.),1992,81.3
Barbados,Sanitation Access (% of Pop.),1993,82
Barbados,Sanitation Access (% of Pop.),1994,82.7
Barbados,Sanitation Access (% of Pop.),1995,83.4
Barbados,Sanitation Access (% of Pop.),1996,84
Barbados,Sanitation Access (% of Pop.),1997,84.7
Barbados,Sanitation Access (% of Pop.),1998,85.4
Barbados,Sanitation Access (% of Pop.),1999,86.1
Barbados,Sanitation Access (% of Pop.),2000,86.8
Barbados,Sanitation Access (% of Pop.),2001,87.4
Barbados,Sanitation Access (% of Pop.),2002,88.1
Barbados,Sanitation Access (% of Pop.),2003,88.8
Barbados,Sanitation Access (% of Pop.),2004,89.5
Barbados,Sanitation Access (% of Pop.),2005,90.1
Barbados,Sanitation Access (% of Pop.),2006,90.8
Barbados,Sanitation Access (% of Pop.),2007,91.5
Barbados,Sanitation Access (% of Pop.),2008,92.2
Barbados,Sanitation Access (% of Pop.),2009,92.8
Barbados,Sanitation Access (% of Pop.),2010,93.5
Barbados,Sanitation Access (% of Pop.),2011,94.2
Barbados,Sanitation Access (% of Pop.),2012,94.9
Barbados,Sanitation Access (% of Pop.),2013,95.5
Barbados,Sanitation Access (% of Pop.),2014,96.2
Barbados,Sanitation Access (% of Pop.),2015,96.2
Belarus,Sanitation Access (% of Pop.),1990,95.1
Belarus,Sanitation Access (% of Pop.),1991,95.1
Belarus,Sanitation Access (% of Pop.),1992,95.1
Belarus,Sanitation Access (% of Pop.),1993,95
Belarus,Sanitation Access (% of Pop.),1994,95
Belarus,Sanitation Access (% of Pop.),1995,95
Belarus,Sanitation Access (% of Pop.),1996,95
Belarus,Sanitation Access (% of Pop.),1997,95
Belarus,Sanitation Access (% of Pop.),1998,94.9
Belarus,Sanitation Access (% of Pop.),1999,94.9
Belarus,Sanitation Access (% of Pop.),2000,94.8
Belarus,Sanitation Access (% of Pop.),2001,94.8
Belarus,Sanitation Access (% of Pop.),2002,94.8
Belarus,Sanitation Access (% of Pop.),2003,94.7
Belarus,Sanitation Access (% of Pop.),2004,94.7
Belarus,Sanitation Access (% of Pop.),2005,94.6
Belarus,Sanitation Access (% of Pop.),2006,94.6
Belarus,Sanitation Access (% of Pop.),2007,94.6
Belarus,Sanitation Access (% of Pop.),2008,94.5
Belarus,Sanitation Access (% of Pop.),2009,94.5
Belarus,Sanitation Access (% of Pop.),2010,94.5
Belarus,Sanitation Access (% of Pop.),2011,94.4
Belarus,Sanitation Access (% of Pop.),2012,94.4
Belarus,Sanitation Access (% of Pop.),2013,94.4
Belarus,Sanitation Access (% of Pop.),2014,94.3
Belarus,Sanitation Access (% of Pop.),2015,94.3
Belgium,Sanitation Access (% of Pop.),1990,99.5
Belgium,Sanitation Access (% of Pop.),1991,99.5
Belgium,Sanitation Access (% of Pop.),1992,99.5
Belgium,Sanitation Access (% of Pop.),1993,99.5
Belgium,Sanitation Access (% of Pop.),1994,99.5
Belgium,Sanitation Access (% of Pop.),1995,99.5
Belgium,Sanitation Access (% of Pop.),1996,99.5
Belgium,Sanitation Access (% of Pop.),1997,99.5
Belgium,Sanitation Access (% of Pop.),1998,99.5
Belgium,Sanitation Access (% of Pop.),1999,99.5
Belgium,Sanitation Access (% of Pop.),2000,99.5
Belgium,Sanitation Access (% of Pop.),2001,99.5
Belgium,Sanitation Access (% of Pop.),2002,99.5
Belgium,Sanitation Access (% of Pop.),2003,99.5
Belgium,Sanitation Access (% of Pop.),2004,99.5
Belgium,Sanitation Access (% of Pop.),2005,99.5
Belgium,Sanitation Access (% of Pop.),2006,99.5
Belgium,Sanitation Access (% of Pop.),2007,99.5
Belgium,Sanitation Access (% of Pop.),2008,99.5
Belgium,Sanitation Access (% of Pop.),2009,99.5
Belgium,Sanitation Access (% of Pop.),2010,99.5
Belgium,Sanitation Access (% of Pop.),2011,99.5
Belgium,Sanitation Access (% of Pop.),2012,99.5
Belgium,Sanitation Access (% of Pop.),2013,99.5
Belgium,Sanitation Access (% of Pop.),2014,99.5
Belgium,Sanitation Access (% of Pop.),2015,99.5
Belize,Sanitation Access (% of Pop.),1990,75.9
Belize,Sanitation Access (% of Pop.),1991,76.6
Belize,Sanitation Access (% of Pop.),1992,77.3
Belize,Sanitation Access (% of Pop.),1993,77.9
Belize,Sanitation Access (% of Pop.),1994,78.6
Belize,Sanitation Access (% of Pop.),1995,79.3
Belize,Sanitation Access (% of Pop.),1996,80
